type size particles iterations skipped time num_process
m 400 8000 100000 898 4.32475 8000
m 400 8000 100000 910 3.724144 8000
m 400 8000 100000 999 3.671474 8000
m 400 8000 100000 664 5.085434 8000
m 400 8000 100000 865 4.128893 8000
m 400 8000 100000 828 3.68131 8000
m 400 8000 100000 907 3.439955 8000
m 400 8000 100000 740 5.463677 8000
m 400 8000 100000 906 4.162617 8000
m 400 8000 100000 906 3.717501 8000
m 400 8000 100000 943 3.644794 8000
m 400 16000 1000 15680 0.401786 16000
m 400 16000 1000 15701 0.269175 16000
m 400 16000 1000 15731 0.260846 16000
m 400 16000 1000 15758 0.22751 16000
m 400 16000 1000 15670 0.401088 16000
m 400 16000 1000 15676 0.279879 16000
m 400 16000 1000 15754 0.267018 16000
m 400 16000 1000 15713 0.238681 16000
m 400 16000 1000 15698 0.402194 16000
m 400 16000 1000 15704 0.276496 16000
m 400 16000 1000 15725 0.244769 16000
m 400 16000 1000 15779 0.210578 16000
m 400 16000 1000 15634 0.400864 16000
m 400 16000 1000 15725 0.274226 16000
m 400 16000 1000 15773 0.274229 16000
m 400 16000 1000 15767 0.231634 16000
m 400 16000 10000 11837 3.353929 16000
m 400 16000 10000 12180 2.370583 16000
m 400 16000 10000 12078 2.084998 16000
m 400 16000 10000 12515 1.961161 16000
m 400 16000 10000 11845 3.379271 16000
m 400 16000 10000 12323 2.411726 16000
m 400 16000 10000 12433 2.158684 16000
m 400 16000 10000 12390 1.949419 16000
m 400 16000 10000 11919 3.384177 16000
m 400 16000 10000 12163 2.395315 16000
m 400 16000 10000 12027 2.091154 16000
m 400 16000 10000 12355 1.947393 16000
m 400 16000 10000 11938 3.47544 16000
m 400 16000 10000 11962 2.361137 16000
m 400 16000 10000 12186 2.083502 16000
m 400 16000 10000 12566 1.998718 16000
m 400 16000 100000 753 6.072511 16000
m 400 16000 100000 862 4.699204 16000
m 400 16000 100000 1008 4.435235 16000
m 400 16000 100000 988 4.099674 16000
m 400 16000 100000 757 6.063175 16000
m 400 16000 100000 921 4.694127 16000
m 400 16000 100000 933 4.399001 16000
m 400 16000 100000 997 4.04895 16000
m 400 16000 100000 729 6.121665 16000
m 400 16000 100000 829 4.576758 16000
m 400 16000 100000 870 4.174224 16000
m 400 16000 100000 1030 4.114842 16000
m 400 16000 100000 809 6.750086 16000
m 400 16000 100000 931 4.989702 16000
m 400 16000 100000 939 4.290007 16000
m 400 16000 100000 932 4.044083 16000
m 400 24000 1000 23359 0.599117 24000
m 400 24000 1000 23388 0.419506 24000
m 400 24000 1000 23413 0.366828 24000
m 400 24000 1000 23445 0.34588 24000
m 400 24000 1000 23217 0.59757 24000
m 400 24000 1000 23426 0.419358 24000
m 400 24000 1000 23440 0.368332 24000
m 400 24000 1000 23468 0.344154 24000
m 400 24000 1000 23360 0.596821 24000
m 400 24000 1000 23446 0.422674 24000
m 400 24000 1000 23529 0.366525 24000
m 400 24000 1000 23523 0.333504 24000
m 400 24000 1000 23290 0.600117 24000
m 400 24000 1000 23278 0.404131 24000
m 400 24000 1000 23479 0.376943 24000
m 400 24000 1000 23421 0.352685 24000
m 400 24000 10000 14553 4.37026 24000
m 400 24000 10000 15744 3.224032 24000
m 400 24000 10000 15597 2.827429 24000
m 400 24000 10000 15771 2.644535 24000
m 400 24000 10000 14653 4.388246 24000
m 400 24000 10000 15519 3.22515 24000
m 400 24000 10000 15796 2.864023 24000
m 400 24000 10000 16047 2.6872 24000
m 400 24000 10000 14726 4.413871 24000
m 400 24000 10000 15563 3.262417 24000
m 400 24000 10000 15296 2.84984 24000
m 400 24000 10000 15582 2.645291 24000
m 400 24000 10000 14789 4.436236 24000
m 400 24000 10000 15100 3.128782 24000
m 400 24000 10000 15381 2.832164 24000
m 400 24000 10000 15526 2.616795 24000
m 400 24000 100000 753 6.168836 24000
m 400 24000 100000 906 4.839061 24000
m 400 24000 100000 924 4.299262 24000
m 400 24000 100000 1044 4.179292 24000
m 400 24000 100000 757 6.129477 24000
m 400 24000 100000 875 4.725713 24000
m 400 24000 100000 946 4.407034 24000
m 400 24000 100000 985 4.040089 24000
m 400 24000 100000 729 6.206006 24000
m 400 24000 100000 875 4.871028 24000
m 400 24000 100000 873 4.285735 24000
m 400 24000 100000 941 4.114089 24000
m 400 24000 100000 741 6.151868 24000
m 400 24000 100000 871 4.762109 24000
m 400 24000 100000 869 4.166146 24000
m 400 24000 100000 935 4.078807 24000
m 600 18000 1000 17882 0.44908 18000
m 600 18000 1000 17895 0.308655 18000
m 600 18000 1000 17911 0.28793 18000
m 600 18000 1000 17906 0.250178 18000
m 600 18000 1000 17893 0.447399 18000
m 600 18000 1000 17915 0.347349 18000
m 600 18000 1000 17936 0.283812 18000
m 600 18000 1000 17923 0.269369 18000
m 600 18000 1000 17899 0.45785 18000
m 600 18000 1000 17908 0.338577 18000
m 600 18000 1000 17951 0.285908 18000
m 600 18000 1000 17931 0.270982 18000
m 600 18000 1000 17887 0.448033 18000
m 600 18000 1000 17917 0.320914 18000
m 600 18000 1000 17911 0.288417 18000
m 600 18000 1000 17928 0.250886 18000
m 600 18000 10000 16831 4.424878 18000
m 600 18000 10000 16926 3.026437 18000
m 600 18000 10000 16945 2.724149 18000
m 600 18000 10000 17011 2.443818 18000
m 600 18000 10000 16777 4.521969 18000
m 600 18000 10000 16831 3.09949 18000
m 600 18000 10000 16990 2.722094 18000
m 600 18000 10000 16969 2.490066 18000
m 600 18000 10000 16882 4.426267 18000
m 600 18000 10000 16886 3.002798 18000
m 600 18000 10000 16843 2.738818 18000
m 600 18000 10000 17033 2.401745 18000
m 600 18000 10000 16699 4.417898 18000
m 600 18000 10000 16859 3.047396 18000
m 600 18000 10000 16916 2.758116 18000
m 600 18000 10000 16958 2.507982 18000
m 600 18000 100000 5522 22.88382 18000
m 600 18000 100000 5703 16.69165 18000
m 600 18000 100000 5809 14.95876 18000
m 600 18000 100000 6223 14.13022 18000
m 600 18000 100000 5752 23.64931 18000
m 600 18000 100000 5958 16.93499 18000
m 600 18000 100000 5722 14.67856 18000
m 600 18000 100000 5762 13.63636 18000
m 600 18000 100000 5466 23.50312 18000
m 600 18000 100000 5488 16.20427 18000
m 600 18000 100000 5979 15.13666 18000
m 600 18000 100000 5948 14.01286 18000
m 600 18000 100000 5502 22.98617 18000
m 600 18000 100000 5712 16.44047 18000
m 600 18000 100000 5995 15.16685 18000
m 600 18000 100000 5965 13.58275 18000
m 600 36000 1000 35669 0.903697 36000
m 600 36000 1000 35738 0.604757 36000
m 600 36000 1000 35748 0.573427 36000
m 600 36000 1000 35773 0.535672 36000
m 600 36000 1000 35666 0.902705 36000
m 600 36000 1000 35719 0.659068 36000
m 600 36000 1000 35785 0.573554 36000
m 600 36000 1000 35769 0.557698 36000
m 600 36000 1000 35692 0.909504 36000
m 600 36000 1000 35738 0.636759 36000
m 600 36000 1000 35761 0.575042 36000
m 600 36000 1000 35771 0.526265 36000
m 600 36000 1000 35627 0.9023 36000
m 600 36000 1000 35700 0.614599 36000
m 600 36000 1000 35739 0.587295 36000
m 600 36000 1000 35777 0.499265 36000
m 600 36000 10000 32053 8.555148 36000
m 600 36000 10000 32172 5.892953 36000
m 600 36000 10000 32611 5.321581 36000
m 600 36000 10000 32382 4.886687 36000
m 600 36000 10000 31870 8.528137 36000
m 600 36000 10000 32139 5.960734 36000
m 600 36000 10000 32411 5.349833 36000
m 600 36000 10000 32618 4.89476 36000
m 600 36000 10000 32040 8.546249 36000
m 600 36000 10000 32342 5.936775 36000
m 600 36000 10000 32483 5.273902 36000
m 600 36000 10000 32467 4.840597 36000
m 600 36000 10000 31728 8.499014 36000
m 600 36000 10000 32186 5.962245 36000
m 600 36000 10000 32282 5.200203 36000
m 600 36000 10000 32534 4.971491 36000
m 600 36000 100000 5618 26.47853 36000
m 600 36000 100000 5819 19.74342 36000
m 600 36000 100000 6083 17.8907 36000
m 600 36000 100000 6000 16.47535 36000
m 600 36000 100000 5829 27.02979 36000
m 600 36000 100000 5994 19.42022 36000
m 600 36000 100000 6083 17.94373 36000
m 600 36000 100000 6111 16.56267 36000
m 600 36000 100000 5585 26.66048 36000
m 600 36000 100000 5925 19.80488 36000
m 600 36000 100000 5699 16.7246 36000
m 600 36000 100000 6387 17.33227 36000
m 600 36000 100000 5567 26.5683 36000
m 600 36000 100000 5826 19.6032 36000
m 600 36000 100000 6087 18.02194 36000
m 600 36000 100000 5987 16.4047 36000
m 600 54000 1000 53299 1.359814 54000
m 600 54000 1000 53380 0.922518 54000
m 600 54000 1000 53452 0.841634 54000
m 600 54000 1000 53492 0.820073 54000
m 600 54000 1000 53306 1.359286 54000
m 600 54000 1000 53402 0.966833 54000
m 600 54000 1000 53487 0.862736 54000
m 600 54000 1000 53547 0.761363 54000
m 600 54000 1000 53354 1.362688 54000
m 600 54000 1000 53439 0.949437 54000
m 600 54000 1000 53522 0.823521 54000
m 600 54000 1000 53488 0.803732 54000
m 600 54000 1000 53177 1.357013 54000
m 600 54000 1000 53468 0.953225 54000
m 600 54000 1000 53408 0.889612 54000
m 600 54000 1000 53499 0.743628 54000
m 600 54000 10000 44915 12.22361 54000
m 600 54000 10000 46287 8.749353 54000
m 600 54000 10000 45325 7.659177 54000
m 600 54000 10000 46243 6.993094 54000
m 600 54000 10000 44827 12.20237 54000
m 600 54000 10000 45144 8.654879 54000
m 600 54000 10000 45834 7.687999 54000
m 600 54000 10000 45859 7.078339 54000
m 600 54000 10000 44964 12.29314 54000
m 600 54000 10000 45567 8.546223 54000
m 600 54000 10000 45267 7.525145 54000
m 600 54000 10000 46296 7.054973 54000
m 600 54000 10000 44479 12.11512 54000
m 600 54000 10000 45186 8.555921 54000
m 600 54000 10000 46022 7.836816 54000
m 600 54000 10000 46218 6.956969 54000
m 600 54000 100000 5618 27.00283 54000
m 600 54000 100000 5895 20.52349 54000
m 600 54000 100000 5899 18.32376 54000
m 600 54000 100000 6248 17.44777 54000
m 600 54000 100000 5829 27.57228 54000
m 600 54000 100000 5940 20.54283 54000
m 600 54000 100000 6266 18.80603 54000
m 600 54000 100000 6419 18.12451 54000
m 600 54000 100000 5585 27.05296 54000
m 600 54000 100000 5833 20.1832 54000
m 600 54000 100000 6189 18.66011 54000
m 600 54000 100000 6255 17.36204 54000
m 600 54000 100000 5567 26.91862 54000
m 600 54000 100000 6058 20.95808 54000
m 600 54000 100000 6147 18.86537 54000
m 600 54000 100000 6227 17.07892 54000
